district,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic
23,7.431308,79.97264,48,5731.6,6,2,0,0,1,338,40.9,0,41.5,259.2,0.731,0.523,0.32,0,1,54,5.27,9.02,28.18,0,0,1,9,1
12,8.119988,80.042956,110,6722.2,2,1,0,0,0,73,49.2,0,216.1,300.5,0.374,0.167,0.475,0,0,44,12.57,6.77,50.97,0,0,1,9,1
12,8.388667,80.95769,100,170.4,5,1,4,0,0,207,16.0,1,103.5,186.7,0.416,0.246,-0.476,1,0,42,13.38,2.91,38.35,0,0,1,9,1
2,6.814197,80.527274,1169,1308.0,5,0,2,0,1,211,16.7,1,99.0,158.8,0.691,0.437,-0.191,1,0,63,2.37,9.78,20.76,0,0,1,9,1
16,7.924834,81.293061,9,1930.8,6,4,2,0,1,312,1.0,0,264.4,97.2,0.307,0.395,0.87,0,0,79,0.34,4.14,45.92,0,0,1,9,1
3,7.516626,80.996839,78,2116.6,3,2,0,1,2,118,22.4,0,140.9,319.8,0.616,0.221,0.218,0,1,43,2.94,2.77,43.9,0,0,0,7,1
13,9.09956,80.365461,79,1733.7,2,3,0,0,1,770,10.6,0,18.2,199.7,0.303,0.728,0.37,0,0,42,4.29,7.87,21.76,0,0,1,9,1
24,6.700439,80.056166,84,608.9,3,4,0,0,0,150,21.2,0,68.7,133.1,0.201,0.136,-0.257,1,0,55,1.28,1.13,21.51,0,0,1,9,1
14,6.481051,79.990752,151,1134.0,3,1,2,0,3,223,23.1,0,56.3,67.0,0.606,0.49,-0.203,1,0,47,6.95,16.49,11.61,0,0,1,9,1
21,6.50402,81.418332,101,1924.3,5,1,0,0,1,702,13.6,1,36.2,211.0,0.76,-0.006,0.118,0,0,48,5.6,0.42,19.48,0,0,1,9,1
3,9.245026,81.070782,0,3068.7,1,1,4,0,1,10,51.4,0,148.2,509.7,0.628,-0.048,0.059,1,0,53,1.81,2.93,73.29,1,11082,0,0,1
0,9.361963,81.792934,25,4300.8,2,4,0,0,0,201,8.8,0,76.0,201.3,0.536,0.502,0.131,0,0,5,3.21,5.34,36.46,0,0,0,10,1
18,7.101281,79.823672,131,372.4,0,3,1,0,3,10,22.2,0,33.3,38.0,0.318,-0.178,0.443,0,0,33,3.27,1.17,21.13,0,0,1,9,1
0,9.819601,80.887194,46,6602.3,5,4,0,0,1,442,1.6,1,14.8,233.8,0.79,0.348,0.106,0,0,62,10.48,4.04,18.14,0,0,1,9,1
18,7.559175,81.850997,52,399.1,4,0,4,0,3,270,39.4,0,87.2,245.1,0.603,-0.453,0.276,0,0,22,1.14,1.04,42.88,0,0,0,10,1
5,9.462386,81.690844,147,9543.1,6,3,4,0,1,1209,21.5,1,179.8,497.2,0.746,0.27,0.097,0,0,81,6.64,1.82,54.93,1,174597,1,9,1
3,7.570232,80.09045,12,1439.7,0,0,1,0,0,398,1.0,0,15.6,44.2,0.673,-0.07,-0.078,1,0,27,0.25,7.52,17.26,0,0,0,10,1
6,8.011577,81.667293,56,437.0,2,3,2,0,0,1968,48.7,1,71.5,332.3,0.551,0.481,-0.459,1,0,74,0.68,0.55,44.37,0,0,1,9,1
11,7.998214,80.131488,23,666.2,5,4,3,0,3,821,12.9,1,244.3,36.7,0.847,0.352,-0.069,1,0,48,1.19,11.76,32.96,0,0,1,9,1
8,7.585864,80.452285,170,5367.6,5,1,4,0,3,490,41.8,1,98.4,172.5,0.481,0.221,-0.204,1,0,64,1.85,2.25,25.1,0,0,1,9,1
19,6.84051,80.561982,466,3059.3,4,0,2,2,1,258,15.8,0,119.5,180.2,0.587,-0.082,-0.203,1,0,19,16.67,2.16,29.99,0,0,0,10,1
9,9.371785,81.370465,76,5801.7,2,4,3,0,1,202,1.0,0,158.4,358.4,0.21,0.036,0.204,0,0,52,9.77,8.13,48.46,0,0,1,9,1
6,8.519691,81.056204,34,3927.7,6,1,4,0,1,2003,55.8,1,138.3,432.5,0.639,-0.499,0.105,0,0,52,2.93,2.37,55.87,1,14253,1,9,1
16,8.650608,81.070596,4,5696.6,0,4,0,0,0,198,37.9,0,1.6,190.3,0.489,-0.433,0.004,1,0,58,1.19,24.36,31.02,0,0,1,9,1
22,7.819725,80.66535,55,1262.2,3,2,2,0,1,777,42.3,0,32.1,232.4,0.448,0.233,-0.199,1,0,95,0.89,4.84,20.71,0,0,1,9,1
13,9.317712,81.320158,58,5284.7,2,2,0,0,0,363,2.1,0,45.5,106.3,0.581,0.237,-0.173,1,0,5,5.69,11.86,17.2,0,0,0,10,1
8,5.940138,81.400604,66,1320.3,1,4,2,0,0,443,24.5,0,70.0,27.4,0.246,-0.024,-0.266,1,0,25,0.56,1.24,15.55,0,0,0,10,1
0,7.080012,80.589138,105,4714.1,5,3,1,0,1,359,1.0,1,53.1,33.2,0.317,0.172,0.045,1,0,83,24.89,1.7,6.66,0,0,1,9,1
7,6.583681,81.571371,50,2934.5,0,3,4,0,0,352,8.5,0,11.3,278.1,0.313,-0.392,0.198,0,0,63,6.34,0.55,25.3,0,0,1,9,1
19,6.653144,81.789342,528,6987.7,3,0,0,0,0,202,36.2,0,144.8,205.1,0.976,0.154,0.525,0,0,52,9.54,15.47,28.42,0,0,1,9,1
21,7.255896,80.355832,82,2019.3,2,1,2,0,1,158,12.8,0,10.9,86.4,0.88,0.623,-0.116,1,0,85,1.59,0.7,1.63,0,0,1,9,1
6,7.573085,80.098527,41,1063.3,3,1,3,0,1,1565,30.2,1,77.2,25.1,0.824,-0.009,-0.145,1,0,45,6.76,5.23,11.28,0,0,1,9,1
3,6.872889,80.648486,31,663.6,2,3,0,1,1,171,39.2,0,60.1,171.9,0.488,-0.027,-0.001,1,0,39,9.41,1.82,29.22,0,0,1,9,1
7,7.701652,80.750359,2,866.6,4,3,2,0,1,492,35.3,0,28.6,360.3,0.603,-0.039,-0.033,1,0,50,11.06,2.65,48.02,0,0,1,9,1
21,6.655,81.336081,166,1578.0,4,3,4,0,2,253,3.2,0,10.7,214.1,0.352,-0.159,-0.037,1,0,57,6.4,1.0,19.85,0,0,0,7,1
7,9.701794,80.757815,77,2413.7,0,3,1,0,0,374,39.7,0,88.9,373.5,0.393,0.214,-0.095,1,0,64,2.56,10.55,41.67,0,0,1,9,1
8,8.761747,80.854532,15,2017.5,5,2,0,0,3,275,9.0,1,1.5,502.5,0.376,-0.052,0.091,1,0,84,7.34,1.09,50.82,0,0,1,9,1
10,8.782701,81.671299,1301,1747.8,0,2,4,0,1,1082,56.7,1,66.9,93.9,0.704,-0.039,0.333,0,0,67,13.08,0.88,13.61,0,0,1,9,1
7,9.678114,81.725952,86,1395.8,5,2,4,0,3,804,4.5,1,62.3,156.8,0.179,0.194,-0.676,1,0,28,0.9,10.9,24.93,0,0,0,10,1
9,6.689581,80.786051,9,74.3,0,1,4,0,1,509,41.2,0,43.0,469.5,0.851,0.02,0.054,1,4,54,2.69,5.98,69.59,1,103970,0,0,1
4,6.715929,80.246719,7,377.3,5,4,0,0,0,1400,20.3,1,74.0,242.1,0.375,0.518,0.267,0,0,34,0.29,8.23,54.34,0,0,1,9,1
4,7.545987,81.629635,94,1953.7,0,0,1,2,0,1639,37.1,1,1.4,53.7,0.738,0.064,-0.023,1,0,35,1.28,25.06,5.59,0,0,1,9,1
18,6.42793,80.107953,25,1666.7,3,2,0,0,3,891,43.6,0,42.1,382.3,0.391,0.454,-0.028,1,0,43,9.65,8.7,47.54,0,0,1,9,1
19,6.72945,81.445496,747,979.5,1,2,3,0,2,471,2.4,0,27.1,393.9,0.438,0.158,-0.169,1,0,20,4.0,5.62,39.28,0,0,0,11,1
9,6.882304,80.30631,2,2179.8,6,1,0,0,3,22,24.0,0,144.5,167.0,0.397,0.083,0.31,0,1,65,5.78,11.66,46.0,1,123770,1,9,1
10,8.257384,81.445061,747,1289.1,6,2,0,1,0,2052,52.8,1,52.4,213.8,0.391,0.18,0.138,0,1,41,2.75,3.8,30.19,0,0,1,9,1
8,8.535875,81.033895,53,2513.2,5,0,4,0,1,55,40.5,1,24.6,60.9,0.397,0.567,0.028,1,0,66,0.66,0.29,8.99,0,0,1,9,1
13,6.444455,80.702371,28,55.0,0,1,4,0,1,1030,27.1,1,81.1,375.6,0.173,0.24,0.061,1,0,40,2.62,3.11,61.64,1,254342,0,0,1
18,9.223397,80.532601,151,885.6,0,4,0,0,3,334,52.8,0,41.0,294.3,0.25,0.411,0.482,0,0,46,1.92,12.11,34.16,0,0,1,9,1
13,9.474593,79.868202,45,219.1,6,4,0,1,3,405,10.4,0,38.7,190.0,0.59,0.375,0.447,0,0,26,1.24,1.23,33.22,0,0,0,10,1
14,7.96993,80.652415,54,3981.9,3,2,4,0,1,591,23.8,0,27.3,185.3,0.385,0.487,0.19,0,1,54,3.1,4.48,22.61,0,0,1,9,1
18,6.980427,79.918944,28,3449.2,5,4,1,0,1,376,27.4,1,11.8,213.6,0.421,0.188,-0.089,1,0,78,0.06,4.06,24.94,0,0,1,9,1
15,8.895304,80.124682,744,490.7,2,2,0,0,1,811,41.7,0,62.2,132.2,0.307,0.04,-0.158,1,0,73,3.05,1.86,28.95,0,0,1,9,1
10,7.650536,79.855847,362,529.0,5,3,2,0,1,1749,31.0,1,116.7,241.7,0.366,0.725,-0.327,1,0,24,0.02,1.81,37.3,0,0,0,10,1
3,8.246219,81.650251,166,1462.7,0,0,4,0,1,757,1.0,0,53.4,24.1,0.405,0.279,0.162,0,0,70,0.97,6.2,6.35,0,0,1,9,1
2,8.238281,81.104417,1487,70.0,0,0,0,0,1,10,7.9,0,77.9,359.1,0.599,0.363,0.074,1,2,46,0.63,0.72,51.52,1,4502,1,9,1
10,7.701599,81.673678,678,3442.3,2,1,4,1,3,1008,44.1,1,98.4,161.9,0.182,0.679,-0.116,1,0,14,0.18,0.58,32.32,0,0,0,10,1
20,8.517555,81.10652,71,8089.1,5,2,4,2,0,188,17.7,1,127.8,93.1,0.355,0.086,0.066,1,0,5,28.77,2.68,27.37,0,0,0,10,1
1,7.3389,81.185651,125,624.3,6,3,0,0,3,733,6.3,0,30.0,179.8,0.622,-0.04,0.183,0,2,12,6.4,1.28,24.88,0,0,0,10,1
24,6.92975,81.069861,197,1998.7,6,3,2,0,3,548,65.3,0,125.9,136.5,0.424,0.033,0.259,0,1,36,2.67,31.53,31.89,0,0,1,9,1
9,7.684993,80.235907,80,2322.7,0,4,3,0,3,687,25.8,0,113.2,89.2,0.797,-0.195,0.272,0,0,27,8.64,9.94,19.37,0,0,0,10,1
7,8.927459,81.564419,103,754.2,4,1,0,0,0,39,1.0,0,82.9,267.3,0.661,0.269,0.214,0,0,70,2.96,3.56,27.0,0,0,1,9,1
17,6.569952,79.655228,49,4219.7,0,3,4,0,1,362,28.8,0,41.3,227.2,0.83,0.357,0.6,0,0,95,4.41,3.61,17.0,0,0,1,9,1
13,6.698591,79.869623,20,2133.2,6,1,3,0,1,772,55.5,0,93.2,355.6,0.389,-0.12,0.027,0,1,74,12.14,14.46,51.94,0,0,1,9,1
2,7.715803,80.750787,445,1193.0,2,3,2,0,1,498,31.5,0,47.1,128.3,0.203,0.611,-0.226,1,0,58,21.92,23.41,19.15,0,0,1,9,1
3,8.313977,79.891764,97,14678.0,6,3,1,1,0,278,7.6,0,7.5,136.9,0.677,0.025,0.188,0,0,60,3.35,23.9,9.77,0,0,1,9,1
18,7.983975,81.24517,74,2600.1,0,2,4,0,0,176,7.7,0,121.1,200.0,0.942,0.274,0.241,0,0,46,3.96,13.3,25.14,0,0,1,9,1
3,7.564317,81.009685,19,311.7,0,3,3,0,0,999,13.8,0,99.1,430.7,0.658,0.668,-0.004,1,1,38,10.54,1.59,67.91,1,230603,0,0,1
6,6.62043,80.44137,5,1726.5,5,1,4,0,0,1448,75.1,1,109.2,211.1,0.821,-0.076,0.395,0,1,52,1.96,1.73,44.86,0,0,1,9,1
10,7.775958,80.745363,873,4578.7,3,2,4,0,1,1789,21.6,1,48.4,192.7,0.423,0.116,-0.096,1,0,77,10.04,3.37,20.05,0,0,1,9,1
4,6.607879,81.108068,99,2999.6,3,3,0,0,1,1018,65.7,1,185.1,343.6,0.811,0.112,-0.318,1,0,37,9.12,10.47,48.62,1,25090,1,9,1
7,8.532959,81.319551,97,1955.0,2,2,0,0,0,528,18.6,0,65.9,27.3,0.789,0.502,-0.494,1,1,59,4.08,24.4,8.5,0,0,1,9,1
11,7.935652,80.230002,57,836.1,6,4,0,2,1,283,35.4,0,106.0,357.2,0.46,0.212,0.358,0,1,27,2.48,0.19,47.34,1,28481,0,10,1
12,7.932572,80.673653,16,1583.4,0,0,2,1,1,564,4.4,0,67.8,162.3,0.349,-0.065,-0.374,1,0,63,2.13,6.12,30.94,0,0,1,9,1
22,7.19623,81.367088,21,1082.2,0,1,2,0,1,820,1.8,0,49.7,181.8,0.161,-0.446,-0.148,1,0,79,3.31,0.34,29.4,0,0,1,9,1
16,7.534256,80.399925,215,544.5,0,0,0,0,3,358,18.8,0,176.4,58.5,0.313,-0.387,-0.188,1,1,5,2.39,1.67,32.33,0,0,0,10,1
18,8.976057,80.113473,135,827.2,4,3,0,1,1,324,1.0,0,84.0,145.3,0.539,0.03,-0.007,1,0,16,1.75,17.27,23.57,0,0,0,10,1
3,8.875775,80.373449,49,1208.7,5,1,4,2,3,709,1.0,1,70.8,443.0,0.348,0.33,-0.05,1,0,44,7.75,6.1,46.47,0,0,1,9,1
8,9.679431,81.084156,40,897.8,2,3,4,0,3,871,9.9,0,98.3,389.1,0.88,0.454,-0.119,1,0,25,3.73,1.76,44.45,0,0,0,10,1
16,6.729114,80.924666,30,1232.3,5,3,2,0,3,753,5.0,1,52.5,95.2,0.719,1.0,-0.349,1,0,29,3.57,0.56,19.34,0,0,0,10,1
19,6.489796,81.219221,1282,5544.6,0,2,2,0,1,632,4.7,0,98.0,76.5,0.837,0.164,-0.206,1,0,38,0.42,4.12,14.24,0,0,1,9,1
22,8.704682,80.197939,59,1668.2,4,4,4,0,1,10,1.0,0,78.8,207.8,0.072,0.055,-0.253,1,0,26,8.77,1.46,31.93,0,0,0,10,1
15,8.10371,81.316146,1034,364.9,5,1,4,0,1,874,31.8,1,130.6,191.8,0.232,0.381,-0.092,1,1,55,29.43,11.09,45.31,0,0,1,9,1
23,9.874757,79.869098,108,861.6,6,4,0,0,3,29,59.7,0,155.9,278.2,0.282,0.342,0.565,0,0,43,27.19,3.61,44.64,0,0,1,9,1
19,8.915618,81.819972,369,2229.8,5,4,3,0,0,760,3.4,1,175.9,237.6,0.134,0.179,0.441,0,0,37,3.35,1.3,42.52,0,0,1,9,1
8,8.237606,81.10737,55,1424.7,5,1,0,1,1,349,1.0,1,114.7,94.8,0.433,0.546,0.202,0,0,24,1.69,3.71,22.69,0,0,0,10,1
13,8.536436,81.505163,5,639.5,6,2,0,0,1,407,21.0,0,82.8,326.0,0.237,0.086,0.116,0,0,15,6.98,2.65,56.13,1,44959,0,10,1
24,6.14344,81.710854,50,1911.4,6,1,4,0,0,578,1.0,0,143.4,418.0,0.463,0.286,0.17,0,0,63,8.04,0.91,48.29,0,0,1,9,1
8,7.025459,80.770926,101,799.6,6,1,2,0,3,786,16.6,0,37.3,20.6,0.62,0.024,0.562,0,0,5,19.76,8.61,9.58,0,0,0,10,1
4,6.991142,81.646744,24,295.4,5,0,3,0,3,1966,9.8,1,47.2,195.2,0.2,0.486,0.275,0,0,58,2.33,6.42,41.48,0,0,1,9,1
22,8.310871,80.863186,110,6935.6,2,3,2,0,1,229,19.5,0,110.2,155.7,0.811,0.031,-0.208,1,0,26,21.75,8.72,24.26,0,0,0,10,1
22,9.23678,81.10692,54,6944.0,2,3,0,0,1,570,23.6,0,21.5,606.3,0.789,0.768,-0.147,1,0,46,1.96,20.29,51.36,0,0,1,9,1
22,9.509821,80.575493,49,313.8,2,3,1,2,1,614,20.5,0,42.1,351.8,0.111,0.438,-0.069,1,0,64,1.88,4.62,47.34,0,0,1,9,1
11,6.813942,80.126546,92,3145.6,3,2,4,1,3,322,39.0,0,123.8,11.7,0.318,0.34,-0.439,1,0,42,1.25,3.5,17.92,0,0,1,9,1
6,7.18502,80.738356,225,698.0,5,3,0,1,0,1719,10.0,1,58.8,465.3,0.211,-0.221,0.315,0,0,5,1.49,6.08,52.54,1,255893,0,10,1
8,6.996269,80.483606,172,1682.9,6,3,4,0,1,339,23.8,0,104.5,105.4,0.169,-0.112,0.531,0,0,64,6.97,4.57,22.33,0,0,1,9,1
15,9.725078,80.127624,737,1468.5,4,4,2,2,1,10,16.8,0,75.8,76.4,0.615,-0.29,0.455,0,0,44,8.44,9.07,14.24,0,0,1,9,1
7,9.214361,80.036276,65,3298.8,6,1,4,0,0,609,53.0,0,237.0,262.7,0.668,0.495,0.223,0,1,34,4.23,13.73,50.66,0,0,1,9,1
12,6.6677,81.657535,80,1127.5,0,3,4,0,0,366,1.0,0,94.8,467.5,0.769,-0.015,-0.052,1,0,63,2.62,6.24,44.5,0,0,1,9,1
18,6.89771,79.79232,21,282.5,0,2,4,0,0,558,37.4,0,101.2,139.7,0.852,0.252,-0.52,1,0,28,9.04,9.75,41.01,0,0,0,10,1
2,8.900577,81.139186,1063,878.7,2,0,3,0,1,268,36.4,0,165.8,172.9,0.383,0.298,-0.078,1,0,65,4.29,0.56,32.48,0,0,1,9,1
7,6.886736,80.704354,65,1789.6,5,1,4,1,0,869,26.6,1,31.0,156.0,0.54,-0.181,-0.046,1,0,50,15.36,8.02,17.03,0,0,1,9,1
23,8.650645,79.816669,121,9876.3,2,4,0,0,1,10,7.4,0,158.0,170.7,0.492,0.578,-0.167,1,0,53,0.96,12.24,30.17,0,0,1,9,1
24,6.101952,81.007659,96,3287.8,5,3,4,0,0,689,1.0,1,5.5,45.9,0.355,-0.176,0.217,0,0,73,3.64,4.6,3.58,0,0,1,9,1
1,9.138752,81.313818,119,1111.4,4,1,0,0,3,77,1.0,0,27.7,189.1,0.448,0.252,-0.139,1,0,51,4.15,16.09,19.0,0,0,1,9,1
22,7.971679,81.716673,14,4689.2,6,2,0,1,3,330,1.5,0,31.6,7.9,0.914,0.373,-0.069,0,0,44,0.6,14.38,11.15,0,0,1,9,1
3,9.198989,80.176326,93,447.9,0,0,0,0,1,155,40.5,0,9.1,396.5,0.434,0.571,-0.033,1,0,80,0.04,16.56,43.64,0,0,1,9,1
15,7.350787,79.986149,846,1426.6,3,2,4,0,3,727,18.4,0,1.7,83.8,0.484,0.522,-0.153,1,0,5,30.48,1.34,12.73,0,0,0,10,1
10,8.526242,80.504099,589,2813.5,5,3,2,1,1,1682,85.3,1,221.1,302.0,0.321,0.141,0.54,0,0,38,0.4,5.05,54.53,1,37567,1,9,1
14,7.155638,81.476927,11,4037.1,2,4,2,0,1,351,22.2,0,46.4,461.9,0.468,0.84,0.113,0,0,60,4.08,18.44,55.26,0,0,1,9,1
15,9.426219,80.599117,1039,2350.8,5,2,4,0,3,168,16.3,1,7.0,116.4,0.421,0.551,0.018,1,0,34,16.79,0.25,13.6,0,0,1,9,1
22,6.537355,79.719903,70,5871.3,5,1,1,0,0,213,5.9,1,39.8,307.5,0.394,-0.071,0.306,0,0,26,2.31,9.84,33.36,0,0,0,10,1
5,8.356979,81.245536,10,42.6,0,1,2,0,1,1875,28.0,1,74.2,148.5,0.859,0.25,-0.387,1,0,64,12.3,9.52,38.2,0,0,1,9,1
10,7.872684,81.626068,593,1498.4,2,1,0,2,1,1485,60.5,1,62.5,310.4,0.562,0.349,-0.133,1,0,31,4.53,5.86,36.42,0,0,1,9,1
6,6.796876,81.462619,17,120.1,0,0,4,0,1,1412,45.5,1,66.8,129.8,0.115,0.507,-0.029,1,0,58,3.09,10.93,42.72,0,0,1,9,1
13,6.858364,81.651935,38,18.4,5,4,0,0,3,16,32.4,1,189.6,101.1,0.337,0.146,-0.104,1,0,58,4.22,3.95,43.44,0,0,1,9,1
4,6.182688,80.727079,55,378.3,2,3,4,2,1,1659,48.9,1,113.7,388.6,0.918,0.561,0.068,1,0,35,8.53,1.64,53.52,0,0,1,9,1
5,9.2229,80.964719,20,1420.7,0,4,3,0,3,2073,27.0,1,171.6,196.7,0.523,0.222,-0.067,1,0,59,3.53,0.64,42.77,0,0,1,9,1
5,9.916329,81.383485,17,472.8,0,4,2,2,1,706,45.2,0,73.1,319.3,0.948,0.421,-0.885,1,0,43,1.12,8.72,52.3,1,203587,1,9,1
15,8.873955,81.080864,1338,4158.7,0,3,2,0,3,424,1.0,0,38.3,230.8,0.558,0.224,0.011,1,0,42,6.74,2.52,23.33,0,0,1,9,1
10,5.937707,80.645386,1251,94.3,2,0,3,1,0,490,56.0,0,162.4,157.7,0.111,0.317,0.036,1,2,48,3.09,4.82,50.27,1,4220,1,9,1
16,9.881231,81.731198,34,3080.5,0,3,0,0,1,749,10.1,0,54.3,101.7,0.68,0.152,-0.14,1,0,52,0.88,12.77,17.21,0,0,1,9,1
7,6.741687,80.784158,58,1574.4,3,2,3,0,1,484,19.0,0,39.6,195.8,0.077,-0.064,-0.128,1,0,50,12.46,0.19,25.46,0,0,1,9,1
20,7.689489,81.384057,101,613.1,5,2,0,1,1,473,26.2,1,59.3,464.0,0.703,0.017,-0.054,1,0,15,0.46,0.5,47.38,0,0,0,10,1
20,6.847934,79.762007,63,625.3,3,4,4,0,0,587,57.8,0,79.8,215.1,0.197,0.323,-0.314,1,0,43,33.56,17.49,32.53,0,0,1,9,1
16,8.759261,80.176948,101,988.9,5,4,2,0,1,67,31.2,1,5.7,230.5,0.951,-0.064,-0.107,1,0,41,9.2,6.91,17.73,0,0,1,9,1
8,6.607886,81.870975,160,787.3,6,0,0,2,0,629,9.3,0,74.0,162.2,0.419,0.267,0.346,0,0,32,4.15,2.71,23.99,0,0,1,9,1
1,8.611926,81.834003,71,1103.9,4,0,4,0,1,91,1.0,0,31.9,57.5,0.855,-0.35,-0.197,1,0,55,8.72,6.58,3.98,0,0,1,9,1
1,7.763416,80.085256,40,516.3,6,0,0,0,0,515,8.2,0,29.1,403.4,0.193,-0.217,-0.301,0,0,65,7.41,12.3,41.51,0,0,1,9,1
12,7.539059,80.156716,41,915.4,0,3,4,2,0,10,15.9,0,117.2,51.4,0.979,0.178,-0.038,1,0,59,1.19,3.47,13.81,0,0,1,9,1
7,8.801635,80.211656,60,6332.1,5,4,0,0,0,513,27.7,1,123.7,377.9,0.47,-0.542,0.22,0,0,27,9.15,1.76,47.85,0,0,0,10,1
24,8.357092,81.743509,120,671.6,5,2,4,0,0,570,33.4,1,5.7,65.7,0.511,0.658,-0.087,1,0,36,2.03,4.16,9.0,0,0,1,9,1
20,7.894048,79.732417,79,3553.0,4,0,4,0,2,312,32.4,0,29.6,52.1,0.638,0.157,0.292,0,0,40,2.36,6.76,8.54,0,0,0,7,1
11,7.956985,80.839314,86,2180.0,2,3,2,1,1,688,26.1,0,12.6,309.7,0.066,0.05,0.06,1,0,48,4.01,0.01,32.91,0,0,1,9,1
21,8.75792,80.750767,28,3481.7,3,1,0,1,2,284,1.0,0,229.1,217.8,0.393,0.131,0.126,0,0,29,19.67,11.02,50.88,0,0,0,11,1
24,6.66101,81.05579,16,751.4,0,2,0,0,2,260,1.0,0,13.7,375.9,0.378,-0.115,0.198,0,0,45,18.52,8.33,44.66,0,0,0,7,1
12,6.065854,80.836469,106,7326.4,0,3,2,0,1,491,17.6,0,26.3,516.8,0.267,0.173,-0.024,1,0,58,1.36,11.38,48.11,0,0,1,9,1
23,8.416931,81.400225,84,649.9,3,0,0,2,0,451,44.8,0,141.6,211.9,0.426,0.47,0.012,1,0,53,5.27,0.59,34.5,0,0,1,9,1
9,7.002757,80.031142,137,1685.7,3,1,4,0,0,691,8.4,0,94.3,344.7,0.278,0.227,-0.15,1,0,59,5.22,0.1,39.9,0,0,1,9,1
15,6.035377,80.475192,675,150.3,1,4,4,1,1,10,17.6,0,121.8,263.8,0.578,-0.118,0.412,0,0,85,0.01,9.97,40.76,0,0,1,9,1
2,9.442153,80.918701,1507,1734.2,5,2,2,0,1,488,28.7,1,14.6,104.6,0.282,0.043,0.677,0,0,54,26.03,5.54,13.39,0,0,1,9,1
14,6.695587,81.031153,37,2498.8,0,0,4,0,0,218,41.1,0,179.8,499.0,0.752,-0.21,0.272,0,0,29,5.84,3.65,65.1,0,0,0,3,1
22,9.460778,79.679273,49,836.9,0,4,4,0,0,654,43.9,0,236.7,121.8,0.262,0.212,-0.371,1,0,33,2.34,16.93,40.4,0,0,1,9,1
20,6.184991,81.069827,53,2512.4,3,2,0,0,1,633,40.4,0,74.5,42.4,0.444,0.216,-0.026,1,0,82,2.16,7.86,10.36,0,0,1,9,1
16,7.781992,81.496656,117,1362.5,4,1,0,0,1,566,39.5,0,26.1,28.9,0.25,-0.216,-0.343,1,0,95,8.49,2.94,4.99,0,0,1,9,1
10,7.473961,80.585977,1546,2746.1,2,2,4,0,1,1514,26.8,1,57.8,308.8,0.653,0.312,0.466,0,0,59,4.3,3.15,30.42,0,0,1,9,1
2,6.795648,80.255519,892,3250.5,0,4,4,1,1,537,13.5,0,9.5,208.4,0.285,0.433,0.232,0,0,51,15.93,8.88,21.04,0,0,1,9,1
4,6.284562,81.288413,23,783.5,0,1,1,1,1,1008,42.2,1,216.7,334.1,0.482,-0.207,0.325,0,0,44,12.29,10.51,60.5,1,204640,0,0,1
7,9.267874,79.988199,19,78.7,5,1,4,0,1,341,33.4,1,132.8,170.6,0.237,0.33,0.255,0,0,71,1.98,3.46,49.0,1,189880,1,9,1
15,9.297833,80.319766,391,2156.2,3,0,3,0,2,573,5.6,0,50.3,316.9,0.839,0.298,-0.218,1,0,32,8.94,11.11,30.13,0,0,0,7,1
15,8.014612,80.553469,864,714.7,4,0,0,0,1,260,35.1,0,32.4,561.3,0.233,-0.29,0.355,0,0,46,13.37,4.57,54.84,0,0,1,9,1
0,9.867924,80.253621,102,83.7,5,2,3,0,3,320,52.5,1,137.9,299.8,0.323,0.623,0.206,0,0,5,4.77,5.07,57.67,1,85129,0,10,1
19,8.677799,81.52486,705,575.3,0,1,4,0,1,867,52.2,0,39.3,169.9,0.477,0.057,0.275,0,0,60,18.86,0.52,19.93,0,0,1,9,1
18,8.930347,79.90529,75,568.9,0,0,1,1,2,629,32.6,0,47.2,148.9,0.568,0.097,-0.095,1,0,24,14.03,5.42,20.68,0,0,0,11,1
15,7.074449,81.065037,1244,251.0,5,0,0,1,3,62,36.6,1,119.0,87.1,0.551,0.062,-0.16,1,1,28,9.73,6.21,35.18,0,0,0,10,1
7,8.132122,81.244532,28,243.1,0,2,0,0,1,754,7.4,0,59.7,500.9,0.347,0.161,0.031,1,0,87,1.77,1.65,62.51,1,195068,0,0,1
21,9.878682,80.09557,122,288.0,1,0,4,0,1,248,1.0,0,92.8,77.2,0.527,0.531,0.188,0,0,85,4.57,17.61,21.99,0,0,1,9,1
14,7.136925,80.004737,20,382.3,2,4,4,0,1,10,37.9,0,109.1,261.7,0.318,0.409,-0.249,1,0,55,12.75,5.36,54.93,1,23124,1,9,1
23,8.74609,81.433583,34,1983.7,6,2,0,0,1,591,5.9,0,28.4,305.5,0.606,-0.217,0.747,0,1,60,12.62,0.54,33.83,0,0,1,9,1
22,7.827884,81.678388,62,70.7,2,1,4,2,1,718,1.0,0,58.2,417.1,0.225,0.054,0.1,1,0,49,1.09,14.02,53.48,0,0,1,9,1
